content,timestamp,date,timeblock,source_entity_type,target_entity_type,source,target,hour,time,mins_since_start_of_day,packet_id,Message_ID,Processed_Text,Entities
"mrs. money, the intern reporting. jensen from city council signed the nemo reef permit yesterday. they're creating a corridor specifically for mako vessel. checking if this overlaps with v. miesel shipping lanes as requested. will have full report tomorrow.",05/10/40 10:53,05/10/40,11:00,Person,Person,the intern,mrs. money,10,10:53:00,170,31,216,jensen from city council signed the nemo reef permit yesterday. they're creating a corridor specifically for mako vessel. checking if this overlaps with v. miesel shipping lanes as requested. will have full report tomorrow.,"['jensen', 'oceanus city council', 'nemo reef', 'mako', 'v. miesel']"
"boss, mrs. money here. jensen from city council approved the nemo reef permit. the intern confirms special corridor creation for mako vessel. this could interfere with our v. miesel shipping arrangements. recommend reassessing tonight's strategy at 9pm meeting.",05/10/40 10:54,05/10/40,11:00,Person,Person,mrs. money,boss,10,10:54:00,171,31,217,jensen from city council approved the nemo reef permit. the intern confirms special corridor creation for mako vessel. this could interfere with our v. miesel shipping arrangements. recommend reassessing tonight's strategy at 9pm meeting.,"['jensen', 'oceanus city council', 'nemo reef', 'the intern', 'mako', 'v. miesel']"
"green guardians, oceanus city council here. your concerns about nemo reef have been noted, but the permit approval followed proper channels with senior authorization. environmental monitoring will continue throughout operations. we'll schedule a briefing next week.",05/10/40 12:08,05/10/40,12:15,Organization,Organization,oceanus city council,green guardians,12,12:08:00,245,32,218,"your concerns about nemo reef have been noted, but the permit approval followed proper channels with senior authorization. environmental monitoring will continue throughout operations. we'll schedule a briefing next week.",['nemo reef']
"mr. jensen, miranda here. i've intercepted conversations between harbor officials about special permits for tomorrow's expedition. they mentioned bypassing environmental review protocols and 'keeping environmentalists in the dark.' will continue monitoring overnight.",05/10/40 12:13,05/10/40,12:15,Person,Person,miranda jordan,clepper jensen,12,12:13:00,250,32,219,i've intercepted conversations between harbor officials about special permits for tomorrow's expedition. they mentioned bypassing environmental review protocols and 'keeping environmentalists in the dark.' will continue monitoring overnight.,"['harbor officials', 'oceanus environmental department']"
"miranda, clepper here. your intelligence about bypassing environmental protocols is crucial. i'm contacting our legal team tonight. keep documenting everything - equipment, personnel, conversations. this is shaping up to be our biggest environmental crime exposé yet.",05/10/40 12:15,05/10/40,12:15,Person,Person,clepper jensen,miranda jordan,12,12:15:00,252,32,220,"your intelligence about bypassing environmental protocols is crucial. i'm contacting our legal team tonight. keep documenting everything - equipment, personnel, conversations. this is shaping up to be our biggest environmental crime exposé yet.",['legal department']
"mako, paackland harbor here. we've been attempting to reach you. please confirm your position and status immediately. also need to discuss clearance protocols for the approved nr-1045 permit for nemo reef access tomorrow.",06/10/40 9:25,06/10/40,9:30,Location,Vessel,paackland harbor,mako,9,9:25:00,0,33,221,we've been attempting to reach you. please confirm your position and status immediately. also need to discuss clearance protocols for the approved nr-1045 permit for nemo reef access tomorrow.,"['priority event application nr-1045', 'nemo reef']"
"samantha, mako here. we're ready to depart himark with your coordination team. crew's surprised by the rapid approvals - seems the boss knows the right people. need confirmation on your schedule: today for site prep, tomorrow for equipment installation, and event execution in a week?",06/10/40 9:28,06/10/40,9:30,Vessel,Person,mako,samantha blake,9,9:28:00,3,33,222,"we're ready to depart himark with your coordination team. crew's surprised by the rapid approvals - seems the boss knows the right people. need confirmation on your schedule: today for site prep, tomorrow for equipment installation, and event execution in a week?","['himark harbor', 'boss']"
"mako, this is samantha blake. i'm confused by your message - i haven't secured any approvals yet and have no coordination team traveling. i'm actually facing permit challenges with the city council regarding nemo reef's protected status.",06/10/40 9:31,06/10/40,9:45,Person,Vessel,samantha blake,mako,9,9:31:00,6,33,223,i'm confused by your message - i haven't secured any approvals yet and have no coordination team traveling. i'm actually facing permit challenges with the city council regarding nemo reef's protected status.,"['oceanus city council', 'nemo reef']"
"boss, this is mako. something's wrong - samantha blake claims she hasn't secured approvals and has no coordination team. she's actually fighting the council about nemo reef's protected status. who authorized our expedited permits?",06/10/40 9:33,06/10/40,9:45,Vessel,Person,mako,boss,9,9:33:00,8,33,224,something's wrong - samantha blake claims she hasn't secured approvals and has no coordination team. she's actually fighting the council about nemo reef's protected status. who authorized our expedited permits?,"['samantha blake', 'oceanus city council', 'nemo reef']"
"reef guardian, green guardians hq. establish full monitoring protocol at nemo reef immediately. position at legal observation distance only. document vessel activities, equipment, personnel. coordinate with horizon and sentinel for continuous coverage. something's happening tomorrow.",06/10/40 9:50,06/10/40,10:00,Organization,Vessel,green guardians,reef guardian,9,9:50:00,25,34,225,"establish full monitoring protocol at nemo reef immediately. position at legal observation distance only. document vessel activities, equipment, personnel. coordinate with horizon and sentinel for continuous coverage. something's happening tomorrow.","['nemo reef', 'horizon', 'sentinel']"
